"";"Tamanho";"Sexo";"Ano"
"2871";168,220457955169;"F";2020
"2872";151,64479764622;"F";2021
"2873";164,833842999027;"M";2021
"2874";153,348212066299;"F";2020
"2875";171,90514342178;"M";2021
"2876";140,140312319726;"F";2023
"2877";171,339567336049;"M";2023
"2878";159,750008155601;"F";2021
"2879";148,928350841206;"F";2022
"2880";127,74388234162;"F";2023
"2881";148,514366387459;"M";2022
"2882";129,58310622445;"M";2021
"2883";157,78867558426;"F";2019
"2884";137,514751749657;"F";2022
"2885";153,251979085457;"M";2019
"2886";164,862073446072;"F";2022
"2887";157,919750556673;"M";2019
"2888";160,400902533911;"F";2022
"2889";152,057285875274;"M";2023
"2890";134,92162142316;"M";2019
"2891";141,213053583628;"M";2022
"2892";156,927781482746;"M";2018
"2893";141,692782107431;"M";2018
"2894";162,554974149636;"F";2019
"2895";155,623581461435;"F";2023
"2896";155,691569759719;"M";2021
"2897";162,98221036537;"F";2020
"2898";144,004723853412;"M";2021
"2899";141,883228583657;"M";2019
"2900";151,391613381883;"M";2018
"2901";150,469707680972;"F";2020
"2902";169,854364185525;"M";2020
"2903";156,525203536717;"M";2019
"2904";151,28575461965;"F";2022
"2905";160,504992358855;"F";2020
"2906";157,953591815244;"M";2019
"2907";148,052891610963;"M";2022
"2908";153,67030563254;"M";2018
"2909";149,884653845146;"F";2023
"2910";161,469568354233;"F";2020
"2911";155,066045774505;"M";2022
"2912";150,093885370813;"M";2020
"2913";152,03501281538;"M";2019
"2914";151,170402368206;"F";2018
"2915";168,284709464825;"M";2022
"2916";158,212974792759;"M";2023
"2917";135,502689881176;"M";2023
"2918";151,325233663331;"F";2021
"2919";160,969384888892;"F";2023
"2920";157,391933018089;"M";2018
"2921";154,5535157787;"F";2020
"2922";142,15584924797;"M";2021
"2923";165,83245101229;"F";2023
"2924";138,862518041848;"M";2020
"2925";152,642282431973;"M";2023
"2926";158,398292211542;"M";2022
"2927";147,769202128026;"F";2021
"2928";147,956318604154;"F";2019
"2929";150,681767161203;"M";2023
"2930";146,504788389496;"M";2022
"2931";149,569852828564;"M";2022
"2932";140,939568611551;"F";2023
"2933";144,770629271505;"F";2018
"2934";131,989121472688;"M";2019
"2935";157,229906749543;"F";2020
"2936";136,885436759433;"F";2022
"2937";143,721879609394;"M";2018
"2938";147,844563347587;"F";2023
"2939";148,556435320149;"M";2021
"2940";137,2307526887;"M";2023
"2941";146,965809845834;"F";2020
"2942";134,257799697807;"F";2020
"2943";142,361647472178;"M";2020
"2944";147,141180675855;"M";2021
"2945";143,866656485348;"M";2021
"2946";153,843663613551;"F";2019
"2947";167,799738932243;"M";2023
"2948";152,370871430655;"F";2023
"2949";145,526556896007;"M";2019
"2950";160,54889690489;"F";2019
"2951";154,854935213315;"M";2019
"2952";159,203589372829;"F";2022
"2953";149,11902077526;"M";2021
"2954";150,560357338668;"M";2020
"2955";151,940886595714;"F";2019
"2956";146,283117714273;"F";2023
"2957";130,272758232244;"M";2019
"2958";161,328266296369;"F";2021
"2959";167,557276329505;"M";2021
"2960";155,737920114815;"M";2018
"2961";145,343111553366;"F";2021
"2962";157,024640848882;"F";2020
"2963";161,648562070764;"F";2021
"2964";130,276503053644;"M";2020
"2965";164,721590861827;"M";2020
"2966";129,69552888632;"F";2022
"2967";136,750004574563;"M";2021
"2968";148,359299970986;"M";2019
"2969";164,173068879712;"F";2019
"2970";154,402779595354;"F";2021
"2971";143,146894909443;"F";2019
"2972";132,041480019004;"F";2018
"2973";132,155530873371;"F";2019
"2974";159,797694094147;"M";2020
"2975";168,906212194017;"F";2018
"2976";173,262067501684;"M";2018
"2977";152,382423316436;"F";2022
"2978";143,112097205023;"M";2023
"2979";156,74432895787;"F";2022
"2980";154,81464767695;"M";2022
"2981";164,006271259007;"M";2021
"2982";146,032023068322;"F";2019
"2983";151,346828445737;"M";2023
"2984";163,828558323927;"F";2023
"2985";162,378777741199;"M";2023
"2986";132,499268103128;"F";2023
"2987";130,378455377457;"M";2019
"2988";153,644420030073;"F";2023
"2989";156,503425813352;"M";2022
"2990";137,746048500954;"F";2021
"2991";146,686707479008;"M";2020
"2992";149,235745773813;"M";2021
"2993";178,547308329017;"M";2020
"2994";131,359620015588;"F";2018
"2995";159,097203924922;"F";2020
"2996";154,052469091211;"M";2021
"2997";122,472512033841;"F";2021
"2998";156,840258024018;"F";2020
"2999";141,635098721398;"M";2019
"3000";155,267576648228;"F";2020
"3001";149,976150468795;"F";2019
"3002";141,43157433068;"M";2021
"3003";150,176866563132;"M";2023
"3004";160,72386176278;"F";2018
"3005";150,302823605281;"M";2019
"3006";141,529583394315;"M";2021
"3007";144,692032229946;"F";2022
"3008";136,331962168396;"F";2022
"3009";172,729008122668;"F";2020
"3010";149,64816983505;"F";2020
"3011";147,16437451191;"M";2018
"3012";149,226884319077;"M";2020
"3013";148,137886229003;"M";2018
"3014";148,599475576863;"M";2020
"3015";150,909006753027;"M";2021
"3016";151,913660328451;"F";2022
"3017";150,388196901198;"M";2018
"3018";149,185019524132;"F";2019
"3019";157,890975386936;"F";2020
"3020";153,434208976065;"M";2022
"3021";156,548540196339;"F";2018
"3022";141,622097497372;"M";2023
"3023";146,329801128244;"M";2023
"3024";132,659060893716;"M";2020
"3025";145,677438698479;"F";2020
"3026";156,746794272343;"F";2020
"3027";145,377629883547;"F";2021
"3028";147,780457328269;"F";2020
"3029";151,097948403853;"M";2022
"3030";161,926758941474;"M";2022
"3031";144,050352839467;"M";2020
"3032";143,004442819219;"F";2020
"3033";153,604960732896;"M";2019
"3034";150,780991975084;"F";2019
"3035";147,845078631729;"F";2019
"3036";138,353448911873;"M";2023
"3037";151,972388252312;"F";2019
"3038";143,003062027089;"M";2023
"3039";158,56445768323;"M";2022
"3040";148,273063464659;"F";2022
"3041";176,805248520006;"F";2021
"3042";146,694935151194;"M";2023
"3043";149,47983622991;"M";2022
"3044";139,24374451945;"F";2020
"3045";147,562816723144;"M";2021
"3046";161,49943770448;"F";2019
"3047";148,859209475806;"M";2018
"3048";152,568392032499;"M";2021
"3049";162,18032041406;"F";2020
"3050";144,618981365995;"M";2021
"3051";128,085287157754;"F";2023
"3052";136,211598606115;"M";2021
"3053";152,450628849609;"F";2022
"3054";151,512197880747;"M";2023
"3055";141,279516089905;"F";2023
"3056";132,926374507809;"M";2019
"3057";155,347709323005;"M";2022
"3058";131,694589520838;"M";2022
"3059";154,293942722068;"M";2022
"3060";153,972604265279;"F";2023
"3061";163,582615052828;"F";2019
"3062";152,046471144648;"F";2022
"3063";148,720335314263;"M";2023
"3064";166,418721340117;"M";2020
"3065";129,631646146054;"F";2022
"3066";161,220181185779;"F";2018
"3067";149,385760170911;"F";2023
"3068";151,369374202459;"M";2022
"3069";160,750759110392;"F";2023
"3070";142,339128556003;"M";2019
"3071";153,378647476045;"F";2022
"3072";150,920138817591;"M";2021
"3073";146,511160233053;"M";2019
"3074";146,57064777407;"M";2018
"3075";146,664519104952;"F";2019
"3076";147,397807597319;"M";2019
"3077";148,813634801214;"M";2019
"3078";159,816675246907;"F";2022
"3079";147,049756112267;"M";2018
"3080";165,438126880782;"M";2023
"3081";140,014323030072;"F";2022
"3082";162,05337179697;"F";2021
"3083";174,957129505963;"M";2022
"3084";131,136091741202;"F";2021
"3085";130,973504416624;"M";2022
"3086";132,234502284298;"M";2019
"3087";157,551604373899;"M";2019
"3088";162,61320964961;"M";2022
"3089";143,939959985453;"M";2018
"3090";153,385509773144;"M";2019
"3091";156,650193997849;"M";2022
"3092";139,742703036784;"F";2020
"3093";146,638641384219;"F";2019
"3094";168,513083650218;"F";2018
"3095";160,008134940412;"M";2023
"3096";149,135915854555;"M";2019
"3097";145,198166330681;"F";2020
"3098";164,052335244421;"M";2018
"3099";149,826683555643;"M";2023
"3100";169,918041624855;"M";2020
"3101";147,732343711787;"M";2021
"3102";161,795115095482;"F";2021
"3103";135,558749437044;"M";2023
"3104";144,499843458832;"F";2018
"3105";151,507959223309;"M";2018
"3106";135,573879275728;"F";2018
"3107";154,200457518866;"M";2021
"3108";147,448138079954;"F";2023
"3109";149,077160073365;"M";2021
"3110";165,558801534244;"M";2020
"3111";145,630449003238;"F";2019
"3112";150,498157154809;"F";2020
"3113";135,545107061815;"M";2018
"3114";171,289187413087;"M";2022
"3115";140,111435410238;"M";2021
"3116";145,445768630557;"M";2019
"3117";148,872185843268;"M";2020
"3118";150,232973109277;"F";2018
"3119";159,894143997046;"F";2019
"3120";177,892596588036;"M";2019
"3121";149,355889987975;"F";2019
"3122";144,248699657271;"F";2022
"3123";156,955012429815;"F";2018
"3124";156,276688312464;"F";2018
"3125";147,124745095101;"M";2019
"3126";148,163712940751;"F";2022
"3127";136,107454924632;"M";2022
"3128";156,977856537525;"M";2018
"3129";153,145914010929;"F";2022
"3130";157,651916431572;"F";2019
"3131";152,003401484551;"M";2020
"3132";145,898274812143;"M";2022
"3133";125,956108176895;"M";2020
"3134";141,202864847235;"F";2022
"3135";150,266986618133;"M";2023
"3136";147,879435962688;"F";2021
"3137";151,693596053638;"M";2021
"3138";155,319786190957;"M";2018
"3139";152,653539516826;"M";2018
"3140";157,929761145886;"M";2021
"3141";133,787786066331;"F";2022
"3142";140,246088804859;"M";2020
"3143";163,037960262791;"M";2020
"3144";135,906711540683;"M";2021
"3145";138,64053443196;"M";2020
"3146";139,387141817156;"F";2023
"3147";156,179090290663;"M";2021
"3148";165,668888432166;"F";2022
"3149";142,240331583179;"M";2021
"3150";170,009253332819;"F";2021
"3151";135,128938459933;"F";2020
"3152";136,76962809631;"M";2018
"3153";149,290603577356;"M";2023
"3154";148,33890737238;"M";2021
"3155";165,924831758101;"M";2018
"3156";154,008099270677;"F";2019
"3157";138,679356925963;"F";2018
"3158";153,903766238089;"F";2019
"3159";141,181171073335;"M";2021
"3160";148,171707725363;"F";2022
"3161";138,913318755793;"M";2018
"3162";157,620013588072;"F";2023
"3163";163,396863048766;"M";2023
"3164";154,978172092766;"M";2022
"3165";151,359173782659;"M";2022
"3166";146,303982580322;"F";2018
"3167";142,927194303706;"M";2019
"3168";156,513814650226;"F";2020
"3169";154,748788843625;"M";2018
"3170";157,394600133224;"F";2022
"3171";133,573574314325;"M";2018
"3172";147,321972026976;"M";2023
"3173";157,149424310544;"M";2018
"3174";149,914919157386;"F";2021
"3175";140,392028097012;"M";2023
"3176";142,154360182044;"M";2021
"3177";128,152310727314;"M";2022
"3178";152,856213083346;"F";2019
"3179";139,317977700849;"F";2022
"3180";153,047086581317;"F";2020
"3181";153,010349337196;"F";2020
"3182";152,432420833665;"F";2019
"3183";148,943043119749;"F";2019
"3184";130,318565664985;"M";2020
"3185";162,949543949637;"M";2023
"3186";155,770541008184;"M";2019
"3187";157,731042320601;"F";2023
"3188";161,140022162626;"F";2021
"3189";150,63033100521;"F";2023
"3190";159,574056864853;"M";2021
"3191";143,750683365244;"M";2021
"3192";161,430709456216;"M";2023
"3193";163,718024627246;"M";2023
"3194";153,582235678343;"F";2022
"3195";147,121630764171;"F";2020
"3196";153,972959110269;"M";2023
"3197";167,334667023646;"F";2022
"3198";143,239759456881;"F";2019
"3199";143,932138923109;"M";2023
"3200";148,398778142069;"F";2018
"3201";151,987353878418;"F";2021
"3202";140,72104483429;"F";2019
"3203";147,591158648977;"M";2021
"3204";147,521849223252;"M";2018
"3205";158,949495781242;"M";2023
"3206";127,843302933019;"F";2021
"3207";148,785191700932;"M";2018
"3208";144,799626573182;"M";2022
"3209";132,03687557532;"F";2019
"3210";155,683835493418;"F";2019
"3211";148,67657346062;"M";2018
"3212";138,410324686718;"F";2018
"3213";158,654032510593;"F";2023
"3214";168,779951933191;"F";2019
"3215";143,042681760154;"F";2019
"3216";148,674445880034;"M";2018
"3217";144,147399038287;"M";2021
"3218";148,455917667848;"M";2020
"3219";151,965963665001;"F";2018
"3220";147,181945757464;"M";2020
"3221";158,773565021626;"F";2018
"3222";142,941501021301;"F";2018
"3223";151,993105360174;"M";2018
"3224";160,035357501431;"F";2022
"3225";163,93592640694;"F";2021
"3226";168,690635649241;"M";2021
"3227";147,193006733837;"F";2020
"3228";174,811775280807;"F";2018
"3229";151,987309888851;"F";2023
"3230";150,936847063467;"F";2020
"3231";154,096575295541;"F";2021
"3232";154,662987679299;"M";2018
"3233";152,394173390744;"M";2019
"3234";143,10663339456;"M";2018
"3235";152,517128334816;"F";2019
"3236";147,960021397159;"M";2020
"3237";139,161362551052;"M";2021
"3238";151,789119740961;"M";2018
"3239";143,913358160659;"F";2018
"3240";144,30058891292;"M";2021
"3241";153,076543162406;"M";2019
"3242";147,046596595805;"M";2023
"3243";147,721389480445;"F";2018
"3244";143,97730884074;"F";2020
"3245";150,43506643265;"F";2018
"3246";134,586585967362;"M";2021
"3247";157,681778574039;"F";2023
"3248";149,472268173941;"M";2022
"3249";141,565614208638;"F";2019
"3250";150,256422397027;"M";2022
"3251";168,09650758374;"M";2018
"3252";141,913106274451;"F";2019
"3253";151,419962183422;"F";2020
"3254";153,062329764788;"M";2021
"3255";151,622776407038;"F";2018
"3256";165,557591297168;"M";2018
"3257";149,226166634224;"M";2021
"3258";156,393998200719;"M";2019
"3259";142,931228068084;"M";2020
"3260";159,93487757625;"F";2018
"3261";137,23373280698;"M";2021
"3262";153,527975195399;"M";2021
"3263";142,768891595862;"M";2021
"3264";142,125591064226;"M";2020
"3265";157,807175127076;"F";2020
"3266";165,704621507023;"M";2021
"3267";131,895880969046;"F";2018
"3268";159,340598499277;"M";2018
"3269";134,245137125228;"F";2019
"3270";147,079055764514;"F";2019
"3271";140,952037430991;"F";2022
"3272";148,987534392332;"F";2022
"3273";144,210755541272;"F";2019
"3274";170,454884539776;"F";2019
"3275";146,17956076321;"M";2018
"3276";150,525567841574;"F";2021
"3277";140,583562214341;"M";2020
"3278";152,804861874688;"F";2019
"3279";151,936718866274;"M";2020
"3280";153,759488693176;"F";2023
"3281";132,288861834458;"M";2020
"3282";160,013181480055;"M";2021
"3283";152,614600788107;"F";2019
"3284";146,392773265127;"M";2020
"3285";149,228140163934;"F";2019
"3286";155,816238654597;"F";2023
"3287";146,903317367487;"M";2021
"3288";151,923594829936;"F";2018
"3289";157,185507695331;"M";2020
"3290";139,12415051121;"F";2019
"3291";153,733225608249;"M";2020
"3292";133,146534978413;"M";2019
"3293";148,294248694739;"F";2018
"3294";162,741044807631;"F";2022
"3295";145,992461850327;"F";2023
"3296";143,84866346247;"F";2022
"3297";143,813173522487;"F";2023
"3298";139,584584027068;"F";2022
"3299";152,1835191297;"F";2020
"3300";154,03231398764;"M";2022
"3301";158,39503773365;"F";2023
"3302";142,650726826185;"M";2022
"3303";146,705847398856;"F";2018
"3304";151,052292135393;"F";2018
"3305";159,96934083496;"F";2022
"3306";139,197438984078;"M";2018
"3307";146,099999096982;"F";2020
"3308";152,686304508497;"F";2022
"3309";154,144263802356;"M";2023
"3310";156,028564485206;"F";2023
"3311";163,522056446572;"M";2018
"3312";150,772920961587;"F";2022
"3313";134,419414761635;"M";2021
"3314";160,163799681397;"M";2020
"3315";149,804681934231;"M";2019
"3316";146,416971295481;"M";2021
"3317";154,404677891119;"M";2023
"3318";156,505406865577;"F";2020
"3319";158,633757430567;"F";2022
"3320";144,966038219571;"F";2019
"3321";140,501001004856;"M";2019
"3322";153,510118881512;"F";2022
"3323";156,488087828497;"F";2021
"3324";141,779020349377;"M";2022
"3325";160,674854892121;"F";2021
"3326";145,344729746553;"F";2021
"3327";180,934309511296;"F";2022
"3328";153,348826272991;"F";2022
"3329";136,707874507824;"M";2021
"3330";154,339065759399;"M";2019
"3331";176,337466764487;"M";2023
"3332";134,222949177584;"F";2022
"3333";161,064468539356;"M";2023
"3334";150,240753792199;"F";2021
"3335";151,328805274768;"M";2021
"3336";141,244280430372;"F";2021
"3337";146,294629679464;"F";2023
"3338";139,505414752899;"M";2022
"3339";158,871877632838;"F";2019
"3340";149,981410820753;"F";2021
"3341";160,868464581373;"F";2019
"3342";156,995748394622;"F";2023
"3343";133,251213263787;"F";2022
"3344";141,455809600583;"M";2021
"3345";141,026513285225;"M";2018
"3346";138,987581480088;"M";2018
"3347";162,613814114999;"M";2021
"3348";158,685916652212;"F";2018
"3349";136,559797777198;"F";2018
"3350";148,482631677672;"M";2019
"3351";138,734873306644;"F";2023
"3352";146,157326823207;"M";2019
"3353";148,177466444509;"F";2023
"3354";173,166991027809;"F";2020
"3355";142,541674843636;"F";2019
"3356";152,604556645907;"F";2020
"3357";131,257953807236;"M";2018
"3358";147,960334744846;"M";2023
"3359";149,622021423917;"F";2022
"3360";155,862721093635;"M";2021
"3361";163,01452564823;"M";2022
"3362";141,473017604802;"F";2022
"3363";148,148953112936;"M";2020
"3364";150,80607220698;"F";2022
"3365";145,726832155317;"M";2022
"3366";156,469743608948;"M";2019
"3367";151,852629335555;"M";2019
"3368";147,700245388602;"M";2022
"3369";146,226917238688;"M";2020
"3370";167,610106170449;"M";2020
"3371";138,578323360342;"M";2022
"3372";161,908073598673;"M";2023
"3373";145,315191182037;"F";2023
"3374";134,759978109419;"F";2020
"3375";165,14081611306;"M";2023
"3376";161,265604738345;"F";2023
"3377";142,482919310542;"M";2019
"3378";167,48918818426;"M";2023
"3379";150,874582811643;"M";2022
"3380";128,339939528438;"F";2018
"3381";147,680655670108;"M";2023
"3382";132,427168569719;"F";2019
"3383";136,372965697177;"M";2022
"3384";139,446213588554;"M";2020
"3385";151,021473689145;"F";2018
"3386";154,291530776322;"F";2022
"3387";147,57775515949;"M";2020
"3388";152,480679609506;"F";2020
"3389";144,111326765937;"M";2023
"3390";150,760255674132;"F";2021
"3391";153,366861148663;"M";2020
"3392";140,355565374617;"F";2021
"3393";152,098385627998;"M";2018
"3394";150,225645032611;"M";2020
"3395";146,357656141218;"M";2023
"3396";142,137572566776;"F";2019
"3397";148,070521935727;"F";2018
"3398";135,165585836971;"M";2019
"3399";155,276324709924;"F";2023
"3400";152,95066728993;"F";2018
"3401";142,938372756916;"F";2023
"3402";161,932017487552;"F";2018
"3403";143,377929031599;"M";2019
"3404";164,419937979907;"M";2018
"3405";147,715088048425;"F";2019
"3406";164,369084593257;"M";2021
"3407";149,431137167597;"F";2020
"3408";150,880488585767;"F";2022
"3409";144,97484455805;"F";2022
"3410";151,744225375734;"F";2018
"3411";153,759591038028;"M";2023
"3412";140,089179823577;"M";2018
"3413";158,007991222374;"F";2023
"3414";137,680791845198;"M";2020
"3415";157,38035430618;"M";2020
"3416";162,436192493751;"F";2023
"3417";166,539996283786;"M";2021
"3418";142,656985569246;"M";2022
"3419";151,330118761366;"M";2018
"3420";140,713626522371;"M";2019
"3421";151,811520867175;"M";2019
"3422";157,232801362904;"M";2020
"3423";148,726189614392;"F";2022
"3424";147,006462418799;"F";2022
"3425";136,281823191644;"M";2023
"3426";143,003961512358;"M";2018
"3427";137,212396139725;"F";2019
"3428";144,840143669965;"M";2022
"3429";140,579755769055;"F";2019
"3430";139,489474288771;"F";2018
"3431";145,73413719974;"M";2019
"3432";155,260969008914;"F";2023
"3433";152,547012864836;"F";2023
"3434";169,748045298822;"F";2023
"3435";153,215273372427;"M";2018
"3436";153,585375211599;"M";2023
"3437";149,644968260168;"F";2020
"3438";144,60516726036;"F";2019
"3439";162,307486764176;"F";2018
"3440";142,61245721612;"M";2022
"3441";133,981501749451;"F";2023
"3442";145,964481185105;"M";2018
"3443";165,912878703893;"M";2018
"3444";164,202381244149;"F";2021
"3445";138,163408034563;"F";2018
"3446";151,054470267933;"F";2019
"3447";162,759071584294;"F";2018
"3448";169,674843263167;"F";2023
"3449";154,297522411674;"M";2023
"3450";168,832058836519;"M";2022
"3451";148,883329320705;"F";2022
"3452";150,36464890917;"M";2023
"3453";149,351038057956;"F";2022
"3454";148,253916736207;"F";2020
"3455";144,985311799134;"M";2023
"3456";158,895196564255;"F";2021
"3457";159,704207366735;"F";2022
"3458";155,710920918642;"F";2021
"3459";152,865229487823;"F";2022
"3460";154,952495827344;"M";2020
"3461";138,828153335635;"F";2023
"3462";147,754489699776;"M";2020
"3463";136,611106776498;"F";2018
"3464";155,558320116492;"M";2022
"3465";138,887907086341;"F";2022
"3466";162,284328983801;"M";2018
"3467";148,342166324375;"M";2021
"3468";150,185292823225;"M";2022
"3469";155,639406100611;"M";2021
"3470";175,441897825107;"F";2021
"3471";164,58472453559;"M";2022
"3472";162,448249673037;"F";2023
"3473";149,136349376891;"M";2023
"3474";157,760473701217;"M";2020
"3475";156,315256129298;"F";2023
"3476";123,894017454391;"F";2020
"3477";147,650742841312;"M";2018
"3478";143,689462422802;"M";2023
"3479";158,299057132611;"M";2018
"3480";146,324781975049;"M";2018
"3481";144,855484190581;"F";2021
"3482";123,260489427624;"M";2022
"3483";146,175492198871;"F";2019
"3484";148,910353211647;"F";2022
"3485";150,280694745973;"M";2021
"3486";136,616597634144;"M";2023
"3487";160,383525037329;"M";2020
"3488";151,259514172012;"F";2021
"3489";135,447554994469;"M";2023
"3490";167,213022230522;"F";2021
"3491";153,494982220037;"M";2021
"3492";139,666154699543;"M";2019
"3493";149,032132467564;"F";2019
"3494";164,936056735981;"F";2019
"3495";153,380796232556;"F";2022
"3496";155,744826391945;"M";2021
"3497";165,030452918666;"F";2021
"3498";118,087438087182;"M";2018
"3499";124,972857417592;"F";2018
"3500";161,898064094563;"M";2023
"3501";164,321501566912;"F";2018
"3502";144,901378925519;"M";2020
"3503";154,574059361316;"F";2023
"3504";148,693953031952;"F";2020
"3505";154,536698749975;"F";2019
"3506";159,846033140908;"F";2020
"3507";138,735244931587;"M";2018
"3508";145,94404573784;"F";2022
"3509";166,627005135442;"M";2019
"3510";168,536074361074;"M";2020
"3511";147,135318753686;"M";2022
"3512";137,45947180458;"F";2021
"3513";143,129069189273;"M";2018
"3514";154,192012343082;"M";2021
"3515";136,191828233787;"F";2020
"3516";161,097568560695;"M";2023
"3517";148,032630363271;"F";2018
"3518";133,775845435805;"F";2023
"3519";144,900420531685;"M";2018
"3520";147,149026352932;"M";2019
"3521";163,601961712118;"F";2018
"3522";148,198781315174;"F";2022
"3523";130,88207474947;"M";2021
"3524";173,996555341646;"F";2018
"3525";139,276132454739;"M";2022
"3526";139,344026708898;"F";2019
"3527";146,54020734166;"F";2023
"3528";147,182494042028;"F";2022
"3529";149,256164639341;"M";2019
"3530";157,565029243456;"M";2021
"3531";146,465398393097;"M";2020
"3532";146,025882752084;"F";2021
"3533";136,355446979142;"M";2018
"3534";164,759406276885;"F";2020
"3535";142,31408894892;"F";2019
"3536";134,631207421266;"M";2023
"3537";141,028026469227;"M";2019
"3538";141,716697419305;"M";2023
"3539";156,348342008688;"M";2022
"3540";138,308080513691;"F";2023
"3541";145,102189355207;"M";2018
"3542";133,91030000632;"F";2022
"3543";160,892845226157;"F";2018
"3544";155,823924159278;"F";2018
"3545";149,607926173975;"F";2018
"3546";173,045376081461;"F";2018
"3547";166,116620441259;"F";2023
"3548";160,150417912625;"M";2018
"3549";148,455128576752;"M";2023
"3550";152,572622426927;"F";2021
"3551";152,570320722;"F";2023
"3552";144,710549458293;"M";2020
"3553";152,676493525116;"F";2023
"3554";161,816212773588;"F";2020
"3555";143,079359216163;"M";2019
"3556";153,787583199352;"M";2018
"3557";137,074010701447;"F";2020
"3558";155,998990934943;"F";2021
"3559";145,122180641187;"M";2021
"3560";156,142424593383;"F";2021
"3561";165,206499470446;"M";2020
"3562";169,028117294305;"M";2023
"3563";140,899781958933;"M";2022
"3564";153,279604519165;"M";2021
"3565";135,411866180499;"F";2022
"3566";153,927407631846;"M";2019
"3567";147,46537586543;"M";2023
"3568";166,502854253741;"M";2019
"3569";170,344009613153;"M";2022
"3570";153,090878937552;"M";2023
"3571";164,378075323104;"M";2023
"3572";135,748116736821;"M";2023
"3573";137,829142806443;"F";2019
"3574";160,082098834312;"F";2018
"3575";155,519245017613;"F";2021
"3576";157,194302724341;"F";2020
"3577";149,934081058782;"F";2021
"3578";139,613861339512;"F";2019
"3579";129,513423140674;"F";2020
"3580";158,160368762074;"F";2019
"3581";152,325352088029;"M";2020
"3582";161,088111639571;"F";2019
"3583";156,83837743274;"F";2023
"3584";158,92829794206;"M";2020
"3585";163,723520100509;"F";2019
"3586";157,14007908483;"F";2020
"3587";151,370846764268;"M";2023
"3588";146,111128543716;"F";2019
"3589";146,98345166198;"M";2019
"3590";149,786292798682;"F";2022
"3591";156,233821128612;"M";2022
"3592";141,808811894953;"M";2020
"3593";132,332881319793;"F";2021
"3594";155,611188988604;"M";2019
"3595";152,645636350316;"F";2020
"3596";155,580731441611;"M";2022
"3597";139,219032783943;"F";2019
"3598";124,708910170451;"F";2020
"3599";154,736586068999;"M";2020
"3600";144,919500539876;"M";2019
"3601";146,522745449085;"F";2020
"3602";138,37738365933;"M";2018
"3603";145,668583892417;"F";2020
"3604";152,493603100207;"M";2020
"3605";150,243444485773;"M";2018
"3606";150,884137948874;"M";2023
"3607";151,366358671815;"F";2020
"3608";149,700603626405;"F";2020
"3609";147,649716398446;"M";2021
"3610";152,071088997748;"F";2021
"3611";122,887640462339;"F";2021
"3612";172,005430863644;"M";2020
"3613";158,087042038476;"M";2020
"3614";152,024587156891;"M";2018
"3615";142,727386409956;"M";2021
"3616";144,989071651421;"M";2023
"3617";145,414265104658;"M";2022
"3618";145,160486547203;"F";2020
"3619";135,498146096311;"F";2023
"3620";153,580007431747;"F";2020
"3621";148,729203755122;"M";2018
"3622";143,900124839897;"F";2020
"3623";147,485280109954;"F";2022
"3624";154,484850884935;"F";2023
"3625";150,11715250458;"M";2018
"3626";138,378174853674;"M";2023
"3627";155,580203834204;"F";2018
"3628";147,763111918624;"F";2022
"3629";149,206834205036;"M";2022
"3630";143,904312602523;"F";2020
"3631";146,033546347107;"F";2018
"3632";150,596837353875;"M";2018
"3633";144,770242510796;"M";2021
"3634";140,935864379956;"M";2022
"3635";150,276832101919;"M";2018
"3636";150,75237439255;"F";2021
"3637";132,190760810732;"F";2019
"3638";155,04365656069;"F";2019
"3639";164,150307796547;"M";2018
"3640";134,932510434373;"F";2023
"3641";134,748537881603;"M";2020
"3642";136,533362026868;"F";2021
"3643";153,928524136907;"M";2022
"3644";151,914589226334;"F";2020
"3645";160,499336298787;"F";2021
"3646";139,397724541899;"M";2022
"3647";137,131686935214;"M";2019
"3648";146,843351084484;"M";2019
"3649";168,124173973179;"F";2022
"3650";167,986050965227;"F";2019
"3651";152,878828150464;"F";2022
"3652";146,683709754687;"F";2023
"3653";146,452404294245;"M";2021
"3654";141,119816684952;"F";2021
"3655";136,592159068967;"F";2020
"3656";136,528129237569;"F";2023
"3657";141,451359577687;"F";2021
"3658";162,094588139964;"F";2019
"3659";146,835577223727;"M";2022
"3660";166,71221853033;"M";2019
"3661";161,592334597381;"F";2020
"3662";137,714853007351;"F";2021
"3663";146,00231418958;"M";2020
"3664";143,842858802236;"F";2023
"3665";154,501693115149;"M";2020
"3666";167,483800173527;"F";2018
"3667";151,99674846713;"F";2020
"3668";159,486614555662;"F";2022
"3669";153,801123985909;"F";2021
"3670";150,053212137666;"F";2018
"3671";153,799306768703;"M";2018
"3672";135,160916318096;"F";2023
"3673";157,719027649749;"F";2018
"3674";145,926653588549;"M";2020
"3675";167,472614388815;"M";2022
"3676";157,07255149538;"M";2018
"3677";148,42398124594;"M";2022
"3678";148,099549351886;"M";2018
"3679";155,943314316666;"M";2020
"3680";148,338482437693;"M";2020
"3681";153,21082405506;"M";2020
"3682";147,372769861499;"M";2023
"3683";146,300083263416;"F";2022
"3684";151,622680414331;"F";2018
"3685";149,15599823425;"F";2018
"3686";152,368848690558;"M";2018
"3687";148,876877943524;"F";2019
"3688";146,858622779053;"M";2022
"3689";149,139960298779;"F";2020
"3690";132,590852908641;"M";2023
"3691";147,958081867157;"M";2019
"3692";149,735079458433;"F";2018
